id,date,date_built,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view
72043d2f-ad17-478a-aa5d-8de1aca6cb83,2022-01-08,2012,281358,4,3,1802,8976,1,0,35
93dc41c6-55d4-49b5-bc7a-a118c7c4e3e7,2020-09-10,2014,336021,3,2,1649,13563,2,0,34
37e9267d-e7a4-4650-b1c8-487c82dbd66d,2022-05-28,2013,885325,4,3,4617,9853,3,0,50
bc9251ba-ca55-4167-a235-9b7b62b7ff05,2020-08-25,2011,201499,4,2,2388,8181,2,0,15
4166ee15-9139-4da3-8dec-80616b9f0644,2021-08-20,2017,145303,2,2,2235,8946,1,0,44
984b425b-0872-42eb-b158-d88619a8b7ed,2019-01-14,2010,149853,3,3,2325,9492,1,0,36
3a454cdb-6502-4d42-8296-b59b74dcc05e,2019-11-08,2013,137382,4,3,1948,14066,2,0,4
5ec641f3-ce8b-4130-805e-2cff2312e03a,2022-02-04,2014,212113,3,3,2309,10857,1,0,12
944e8a2d-34a7-4f0b-95c6-33f1bece46d1,2019-09-25,2010,267722,3,2,2394,9689,2,0,17
ca10d7f1-dd73-4531-a0ae-ac717165df6c,2019-03-15,2017,160674,3,2,1847,8301,1,0,43
f4b085b1-c4d3-41b1-b6a3-ca30030640c1,2022-01-09,2016,322623,3,2,1696,13852,1,0,5
db4dac7e-87f2-4c8d-9ec3-4939d4c3311e,2019-03-07,2015,310795,4,3,2094,13531,1,0,41
70196b47-f30b-4ef5-9633-6767d1da5cd7,2021-11-20,2015,301200,2,2,2362,12122,2,0,37
1e2e47fb-7ba9-4498-9a98-2e4849935f1d,2020-02-13,2011,377101,4,2,2459,14842,1,0,30
812333e2-0d8b-49f2-9783-90ee136adb4b,2021-05-29,2012,167575,2,2,1512,10460,1,0,9
e9e8b680-015a-4870-941f-ab31b19d2f79,2019-03-01,2013,344024,3,3,2489,10346,1,0,43
616ba3ab-bc70-4f83-9a1e-a9b698afe889,2019-07-20,2016,205017,3,2,2442,10150,1,0,12
995235a3-8d62-4394-b7ed-e4d97105f36a,2020-01-31,2017,322504,3,3,2174,10119,1,0,50
4da42620-fc6a-44d6-bb1f-9efa32b6b261,2022-02-20,2011,433902,4,2,1975,12030,2,0,48
1ebb9526-ad9f-4ebd-ba89-0a3804bd2b64,2020-11-29,2015,391519,4,3,2072,12459,1,0,17
6997e465-e7e9-4036-a180-4392427d8409,2019-01-19,2011,233523,4,2,1784,10125,1,0,47
5360a0bf-9e48-4855-b481-74d3b940a10a,2021-12-15,2014,376010,2,3,1756,10523,2,0,25
9bc261a3-0c25-4671-a581-b949102a3d2e,2022-05-01,2014,244206,3,2,1931,10861,1,0,39
d852395c-57af-408a-a44b-5e800aa31391,2019-02-03,2010,225610,2,3,2097,12181,2,0,31
d8acbf50-9d69-4133-9852-963da95218b6,2022-04-14,2017,355509,4,3,2442,10590,2,0,8
b5f47c84-f73e-401d-b17e-17f8313673fd,2020-07-13,2010,334327,3,2,1918,8665,1,0,11
1188b70b-9cb6-4847-becd-f08d187433cc,2019-07-22,2010,159902,2,3,1785,13391,2,0,26
c11d8c5c-03ab-4c48-9afd-a93400874ac2,2020-12-03,2012,382235,3,3,1722,12441,2,0,41
40ce4e9a-1459-450d-b483-a9f486184977,2020-03-18,2015,443507,3,3,2117,9760,1,0,10
ed9d8a77-9f9b-40e4-83d7-05b140efdd6b,2022-06-10,2014,130350,4,3,2222,8240,1,0,9
7786585e-6ab6-4dfe-b9f8-5c63293a8dde,2020-07-12,2010,131567,4,3,2083,10009,2,0,19
8f49711c-8f7a-4436-b464-23fc0050238d,2021-10-15,2017,284395,4,3,1741,11379,1,0,28
2da711ea-9ea0-4564-9065-f944e0c76fd2,2021-09-28,2017,353653,4,2,1557,14907,2,0,35
653f346f-991f-4e45-a537-17cf734155a6,2020-08-08,2015,163155,3,3,1992,8081,2,0,3
b030a0d9-8c9b-41d3-a74a-40bf9acfcc4d,2020-06-15,2011,171960,2,3,2342,8329,2,0,18
ac4be07f-8731-4aa2-9883-8de23d8012ce,2021-07-17,2015,578348,3,5,3621,12012,1,0,58
85165d57-fe84-4850-83f2-bf2a25e9a564,2022-05-09,2016,434014,2,3,2387,11536,2,0,43
ed04eb27-113a-40b6-8d14-82d0532650c2,2021-04-29,2012,281104,3,3,2233,9074,1,0,40
c4b80d59-5ff2-4c53-bb9c-85578e63846e,2019-04-04,2015,1256833,8,4,5784,9875,1,0,82
8bcad924-3146-4c37-9b22-104a963c5257,2020-04-05,2014,236371,4,3,2024,8495,1,0,37
6538df3c-c572-462e-b53a-1a809df33753,2022-06-09,2016,267870,3,3,2472,14278,2,0,41
aeca47ee-4429-4ba0-a1d0-e194e8c1b64f,2021-07-26,2011,207939,3,2,1965,12315,1,0,39
b836c34d-c798-453d-b9df-16076cc90e1f,2019-09-04,2012,204520,4,2,1938,10039,1,0,30
50c61c60-3326-4cfd-b699-b9bc6991838d,2019-04-18,2011,160727,2,2,2028,11037,2,0,20
bc0bb8fc-052e-4f07-9591-6cc61e686b25,2021-05-23,2014,300286,4,2,2219,10622,2,0,2
73701edc-9e4b-45b7-afd9-b691f3241765,2020-02-16,2011,244142,2,3,1969,11388,1,0,4
421c807a-c40b-4486-aec0-dde22730cda5,2020-06-13,2017,367068,2,3,1792,14814,1,0,36
2128be21-a271-4026-863c-82a53d210676,2022-05-23,2017,294701,2,2,1634,11928,1,0,18
113bf4f3-294e-4e39-b3d7-8e529f330802,2022-05-28,2012,198103,2,3,1560,11857,2,0,27
b4b833b7-0cb2-410c-897c-479e49ba7709,2021-11-14,2012,125422,3,2,1800,8691,2,0,46
c0ef96dd-aea9-4aa9-a509-ff6928b901e5,2020-06-26,2011,393201,4,3,1652,12367,1,0,35
eee43b70-1e27-45a7-bd21-3c1e6d63708f,2022-04-14,2016,276188,2,2,1963,13019,1,0,40
0102cae9-8b50-4d79-a360-a30bb50ce373,2020-05-19,2016,134545,4,3,2148,8885,2,0,38
3946c7c3-3c3a-4158-bbd9-c0a5a026e9a2,2020-01-27,2017,241933,2,2,1623,11053,1,0,50
0d83505b-8608-4a1d-bded-0029457b4fe3,2022-01-17,2014,224352,2,3,1578,11926,2,0,37
c7c87bd2-b475-4a96-8bca-71e853a9810c,2021-07-13,2016,245369,4,2,1933,9235,2,0,43
fe5286e4-ef1e-473a-98a5-bb6b5d2ffcf9,2022-03-03,2011,263282,3,2,2067,11051,2,0,4
35b76ec7-acb2-414d-8ab2-4d6ab3298d49,2019-10-25,2011,395216,3,3,2262,14606,2,0,29
33db6d32-6458-4589-906e-c918fcbc6cf0,2020-09-19,2017,221776,4,2,2328,8041,2,0,15
f90159cd-a594-4768-a5ba-895d7a77a974,2021-05-26,2012,370767,3,3,2377,11272,2,0,12
73eb778b-c3bc-433b-96e5-bc86a24b8bca,2019-08-26,2017,311366,2,3,1639,8156,2,0,39
72d6aabb-b1e3-4a06-9890-62a0a6b5937e,2022-03-14,2012,239748,4,3,2108,8645,2,0,29
7f8c8afc-707f-4a63-92c7-3f2149dd07aa,2021-08-13,2012,406635,4,3,2173,13601,2,0,50
3a7e0bd2-8266-4a4e-a629-0731ae528a7a,2022-06-06,2011,330105,2,2,2068,12950,1,0,33
e520f0f6-7b05-46e1-88b2-d3c7463691f0,2021-09-20,2017,333266,2,2,1744,14516,1,0,47
9ebcdba0-a348-4e1e-8263-f92f4e2fd80f,2021-10-12,2016,151857,4,2,2152,9142,1,0,5
01be04ec-167c-44f6-9c5e-da9aa8ce4296,2019-03-14,2012,445064,2,3,2254,12617,2,0,16
37f05a61-53cb-45c3-8598-2e6a9a6c5376,2020-08-21,2013,218618,3,2,2449,11240,2,0,7
1ea582bc-0bc3-4990-adc4-8979010e3298,2019-03-18,2011,914232,4,6,3324,14298,2,0,90
7c49328e-ceaa-4147-b0cd-9bf6fabc7008,2021-12-08,2016,260133,3,3,1506,12062,1,0,22
36319c24-572f-4d65-8777-4786a52976bb,2020-09-21,2010,334170,4,2,2263,8660,2,0,49
b6943d18-6d4c-42bd-b3da-3be235581a00,2020-11-16,2010,124449,2,3,1683,12719,2,0,6
e465b697-4836-4b17-8ceb-0116a361f1dc,2019-01-05,2015,134866,3,3,2349,11703,2,0,40
af2617e5-a943-424d-ab73-96ac61f8c0cc,2020-11-13,2012,173023,2,3,2301,9468,1,0,45
2d14ecd6-8bf4-4ff3-abac-8280af91aceb,2021-12-17,2016,374508,3,3,2025,14006,2,0,17
73afd660-c8d6-4e85-9f13-b3cb59b868ea,2020-10-10,2015,234964,2,2,1594,10945,2,0,40
53a66b65-7f11-49f2-994a-9a76e06e7ab2,2019-02-19,2010,438850,2,3,1585,11816,1,0,45
ac641793-f88d-454c-932b-8e4ed78a387a,2021-11-25,2011,270886,2,2,1622,9514,2,0,35
748b7070-86ba-4a70-ae44-a2d926027fb4,2019-07-26,2012,153596,2,3,2205,8347,2,0,48
c75d9cbd-4407-458c-8b5c-25a503336d5d,2019-06-03,2013,196835,4,3,1880,9597,1,0,40
92d5b61d-8217-4741-9e7b-2dedf4259cff,2020-11-08,2013,228400,2,3,2109,11335,1,0,39
9d6e011b-d06e-4f05-8563-b8471ef9ad76,2019-03-23,2010,214765,4,2,2325,11863,1,0,4
4872c414-a1cf-4806-a22a-4f3b78124e4b,2020-03-23,2011,368463,4,2,1540,10565,1,0,24
ffc2efa2-5f80-42d4-9f49-de0c1966fc06,2019-10-15,2011,288330,3,2,2273,13541,1,0,40
